COOPID, YEAR, MONTH, DAY, precipitation
81163,2019,10,26,0.46000
81163,2019,10,27,0.00000
81163,2019,10,28,0.00000
81163,2019,10,29,0.00000
81163,2019,10,30,0.22000
81163,2019,10,31,0.00000
81163,2019,11,1,0.00000
81163,2019,11,2,0.00000
81163,2019,11,3,0.00000
81163,2019,11,4,0.00000
81163,2019,11,5,0.00000
81163,2019,11,6,0.00000
81163,2019,11,7,0.00000
81163,2019,11,8,0.00000
81163,2019,11,9,0.00000
81163,2019,11,10,0.75000
81163,2019,11,11,0.00000
81163,2019,11,12,0.00000
81163,2019,11,13,0.00000
81163,2019,11,14,0.00000
81163,2019,11,15,0.00000
81163,2019,11,16,0.56000
81163,2019,11,17,0.00000
81163,2019,11,18,0.00000
81163,2019,11,19,0.00000
81163,2019,11,20,0.00000
81163,2019,11,21,0.00000
81163,2019,11,22,0.00000
81163,2019,11,23,0.00000
81163,2019,11,24,0.68000
81163,2019,11,25,0.00000
81163,2019,11,26,0.00000
81163,2019,11,27,0.00000
81163,2019,11,28,0.00000
81163,2019,11,29,0.00000
81163,2019,11,30,0.00000
81163,2019,12,1,0.00000
81163,2019,12,2,0.26000
81163,2019,12,3,0.00000
81163,2019,12,4,0.00000
81163,2019,12,5,0.00000
81163,2019,12,6,0.00000
81163,2019,12,7,0.00000
81163,2019,12,8,0.00000
81163,2019,12,9,0.00000
81163,2019,12,10,0.00000
81163,2019,12,11,0.00000
81163,2019,12,12,0.00000
81163,2019,12,13,0.43000
81163,2019,12,14,0.48000
81163,2019,12,15,0.00000
81163,2019,12,16,0.00000
81163,2019,12,17,0.00000
81163,2019,12,18,1.78000
81163,2019,12,19,0.00000
81163,2019,12,20,0.00000
81163,2019,12,21,0.00000
81163,2019,12,22,0.00000
81163,2019,12,23,3.63000
81163,2019,12,24,0.17000
81163,2019,12,25,0.00000
81163,2019,12,26,0.00000
81163,2019,12,27,0.00000
81163,2019,12,28,0.00000
81163,2019,12,29,-99.99000
81163,2019,12,30,0.00000
81163,2019,12,31,0.00000
81163,2020,1,1,0.00000
